id,system,orca_index,fodft_status,fragment_a_alpha_somo_index,fragment_b_alpha_somo_index_local,fragment_b_alpha_somo_index_merged,projected_block_first,projected_block_second,h_aa_hartree,h_bb_hartree,h_ab_hartree,raw_fragment_somo_overlap_s_ab,fragment_somo_a_norm,fragment_somo_b_norm,lowdin_corrected_t_fo_hartree,target_fodft_coupling_abs_ev,target_fodft_coupling_abs_mev,site_energy_mismatch_abs_ev,generalized_two_state_splitting_ev,half_generalized_splitting_ev,block_eigenvalue_low_ev,block_eigenvalue_high_ev,case_archive_dir,split_method,projection_fragment_order
phenalenyl_10,phenalenyl,10,OK,43,43,87,43,44,-0.211959,-0.2125,-0.060922,0.1267429109173902,1.0000000000000018,1.0000000000000004,-0.03457888244519646,0.9409393261708549,940.9393261708549,0.014721359959079125,1.8819371718335052,0.9409685859167526,-7.432862,-4.117279,/home/rb1820/BLA-ML/FODFT_4Target_Complete_Run_20260629_211000/fodft_couplings/case_summaries/phenalenyl/orca_10,equal_contiguous_halves,A_then_B
phenalenyl_11,phenalenyl,11,OK,43,43,87,43,44,-0.210252,-0.210248,0.059668,-0.13253953774761834,1.0000000000000002,1.0000000000000013,0.03237020073469303,0.8808380350518965,880.8380350518966,0.00010884554498406086,1.7616760735264525,0.8808380367632263,-7.344843,-4.097532,/home/rb1820/BLA-ML/FODFT_4Target_Complete_Run_20260629_211000/fodft_couplings/case_summaries/phenalenyl/orca_11,equal_contiguous_halves,A_then_B
phenalenyl_12,phenalenyl,12,OK,43,43,87,43,44,-0.212066,-0.21147,-0.057783,0.12048823619440086,1.0000000000000022,0.9999999999999996,-0.03274278783890353,0.8909766466548427,890.9766466548426,0.016217986202609207,1.7820281808318887,0.8910140904159444,-7.334876,-4.190124,/home/rb1820/BLA-ML/FODFT_4Target_Complete_Run_20260629_211000/fodft_couplings/case_summaries/phenalenyl/orca_12,equal_contiguous_halves,A_then_B
phenalenyl_13,phenalenyl,13,OK,43,43,87,43,44,-0.210168,-0.210142,-0.058941,0.1309828949917878,1.000000000000002,1.0000000000000027,-0.03196265763905778,0.8697482224646801,869.7482224646801,0.0007074960423956402,1.7394965913189155,0.8697482956594578,-7.322465,-4.114749,/home/rb1820/BLA-ML/FODFT_4Target_Complete_Run_20260629_211000/fodft_couplings/case_summaries/phenalenyl/orca_13,equal_contiguous_halves,A_then_B
phenalenyl_14,phenalenyl,14,OK,43,43,87,43,44,-0.209975,-0.210079,0.059018,-0.13110225996667835,1.0000000000000004,1.0000000000000024,0.03203357236331878,0.871677910417074,871.677910417074,0.002829984169582561,1.7433581579548934,0.8716790789774467,-7.321083,-4.109161,/home/rb1820/BLA-ML/FODFT_4Target_Complete_Run_20260629_211000/fodft_couplings/case_summaries/phenalenyl/orca_14,equal_contiguous_halves,A_then_B
phenalenyl_15,phenalenyl,15,OK,43,43,87,43,44,-0.211802,-0.210363,0.055299,-0.11638495676438929,1.0000000000000044,0.9999999999999997,0.03115416986827371,0.8477481494587169,847.7481494587169,0.039157184807976614,1.6959546099479148,0.8479773049739574,-7.248733,-4.238965,/home/rb1820/BLA-ML/FODFT_4Target_Complete_Run_20260629_211000/fodft_couplings/case_summaries/phenalenyl/orca_15,equal_contiguous_halves,A_then_B
phenalenyl_16,phenalenyl,16,OK,43,43,87,43,44,-0.212542,-0.21239,-0.058388,0.1205822668551123,1.0000000000000038,0.9999999999999997,-0.03325185279252623,0.904829009732166,904.8290097321659,0.004136130709390536,1.8096628159423933,0.9048314079711967,-7.370315,-4.192652,/home/rb1820/BLA-ML/FODFT_4Target_Complete_Run_20260629_211000/fodft_couplings/case_summaries/phenalenyl/orca_16,equal_contiguous_halves,A_then_B
phenalenyl_17,phenalenyl,17,OK,43,43,87,43,44,-0.211979,-0.211722,-0.054709,0.11311790337769205,1.0000000000000033,0.9999999999999982,-0.031143416177136157,0.847455526615603,847.4555266156029,0.0069933262652191125,1.6949256676565947,0.8474628338282973,-7.253467,-4.276027,/home/rb1820/BLA-ML/FODFT_4Target_Complete_Run_20260629_211000/fodft_couplings/case_summaries/phenalenyl/orca_17,equal_contiguous_halves,A_then_B
phenalenyl_18,phenalenyl,18,OK,43,43,87,43,44,-0.211335,-0.212352,0.052589,-0.10776135704164763,0.9999999999999994,1.0000000000000016,0.03011011092592775,0.8193378583149633,819.3378583149633,0.02767397981217028,1.6389121243528377,0.8194560621764189,-7.195638,-4.333472,/home/rb1820/BLA-ML/FODFT_4Target_Complete_Run_20260629_211000/fodft_couplings/case_summaries/phenalenyl/orca_18,equal_contiguous_halves,A_then_B
phenalenyl_19,phenalenyl,19,OK,43,43,87,43,44,-0.212792,-0.212407,-0.056861,0.11655668222352232,0.9999999999999994,1.0000000000000053,-0.03252294683650977,0.8849944682260008,884.9944682260008,0.010476383704705283,1.770020367504511,0.8850101837522555,-7.332409,-4.237843,/home/rb1820/BLA-ML/FODFT_4Target_Complete_Run_20260629_211000/fodft_couplings/case_summaries/phenalenyl/orca_19,equal_contiguous_halves,A_then_B
phenalenyl_20,phenalenyl,20,OK,43,43,87,43,44,-0.210982,-0.211947,-0.051098,0.10484952473871974,0.9999999999999966,0.9999999999999967,-0.029247578675251823,0.7958671600921994,795.8671600921994,0.026258987727378245,1.5919533112165043,0.7959766556082521,-7.144764,-4.363719,/home/rb1820/BLA-ML/FODFT_4Target_Complete_Run_20260629_211000/fodft_couplings/case_summaries/phenalenyl/orca_20,equal_contiguous_halves,A_then_B
phenalenyl_21,phenalenyl,21,OK,43,43,87,43,44,-0.210663,-0.211051,0.050843,-0.10596616938161858,1.0000000000000036,1.000000000000002,0.028822939280699962,0.7843121335117862,784.3121335117862,0.010558017863443328,1.5686602018118134,0.7843301009059067,-7.121229,-4.354186,/home/rb1820/BLA-ML/FODFT_4Target_Complete_Run_20260629_211000/fodft_couplings/case_summaries/phenalenyl/orca_21,equal_contiguous_halves,A_then_B
phenalenyl_22,phenalenyl,22,OK,43,43,87,43,44,-0.219202,-0.219964,-0.067001,0.12463069153883005,0.9999999999999998,0.9999999999999968,-0.04025956297291977,1.0955185181507967,1095.5185181507968,0.020735076319442446,2.1911366961995475,1.0955683480997738,-7.798375,-4.151929,/home/rb1820/BLA-ML/FODFT_4Target_Complete_Run_20260629_211000/fodft_couplings/case_summaries/phenalenyl/orca_22,equal_contiguous_halves,A_then_B
phenalenyl_23,phenalenyl,23,OK,43,43,87,43,44,-0.21041,-0.210198,-0.04858,0.10161032712714685,0.9999999999999996,1.000000000000002,-0.027494816355411292,0.7481720676096048,748.1720676096047,0.005768813884149938,1.4963553713605622,0.7481776856802811,-7.044593,-4.40073,/home/rb1820/BLA-ML/FODFT_4Target_Complete_Run_20260629_211000/fodft_couplings/case_summaries/phenalenyl/orca_23,equal_contiguous_halves,A_then_B
phenalenyl_24,phenalenyl,24,OK,43,43,87,43,44,-0.210724,-0.20954,0.046735,-0.09800007310311848,0.9999999999999957,0.9999999999999986,0.02639555189731854,0.7182595578539561,718.2595578539562,0.032218281315249536,1.4368838690909267,0.7184419345454633,-6.989794,-4.446155,/home/rb1820/BLA-ML/FODFT_4Target_Complete_Run_20260629_211000/fodft_couplings/case_summaries/phenalenyl/orca_24,equal_contiguous_halves,A_then_B
phenalenyl_25,phenalenyl,25,OK,43,43,87,43,44,-0.217561,-0.217349,0.052696,-0.09729953503130714,0.9999999999999963,0.9999999999999999,0.03183915726404882,0.8663876060587868,866.3876060587868,0.005768813884149938,1.7327849067368188,0.8663924533684094,-7.351188,-4.483328,/home/rb1820/BLA-ML/FODFT_4Target_Complete_Run_20260629_211000/fodft_couplings/case_summaries/phenalenyl/orca_25,equal_contiguous_halves,A_then_B
phenalenyl_26,phenalenyl,26,OK,43,43,87,43,44,-0.211387,-0.211217,0.049917,-0.10249201386667448,0.9999999999999989,1.0000000000000009,0.028560246823335664,0.7771639075905385,777.1639075905385,0.004625935661818055,1.5543347720178942,0.7771673860089471,-7.10812,-4.3915,/home/rb1820/BLA-ML/FODFT_4Target_Complete_Run_20260629_211000/fodft_couplings/case_summaries/phenalenyl/orca_26,equal_contiguous_halves,A_then_B
phenalenyl_27,phenalenyl,27,OK,43,43,87,43,44,-0.216291,-0.215877,-0.049503,0.09313076594154487,1.0000000000000007,1.0000000000000022,-0.029635974441957792,0.8064359473163422,806.4359473163422,0.01126551390583897,1.6129115817922184,0.8064557908961092,-7.227013,-4.532873,/home/rb1820/BLA-ML/FODFT_4Target_Complete_Run_20260629_211000/fodft_couplings/case_summaries/phenalenyl/orca_27,equal_contiguous_halves,A_then_B
phenalenyl_28,phenalenyl,28,OK,43,43,87,43,44,-0.207131,-0.207703,0.034143,-0.0734016828073788,1.0000000000000009,0.9999999999999994,0.019020723143178746,0.5175802441270397,517.5802441270397,0.01556491293270484,1.0352781342774342,0.5176390671387171,-6.573207,-4.71501,/home/rb1820/BLA-ML/FODFT_4Target_Complete_Run_20260629_211000/fodft_couplings/case_summaries/phenalenyl/orca_28,equal_contiguous_halves,A_then_B
phenalenyl_29,phenalenyl,29,OK,43,43,87,43,44,-0.215441,-0.215063,-0.047559,0.09041481382495155,1.0000000000000009,1.0000000000000047,-0.028328612326924654,0.7708608118408036,770.8608118408035,0.010285904000983177,1.541756218334695,0.7708781091673474,-7.151459,-4.563166,/home/rb1820/BLA-ML/FODFT_4Target_Complete_Run_20260629_211000/fodft_couplings/case_summaries/phenalenyl/orca_29,equal_contiguous_halves,A_then_B
phenalenyl_30,phenalenyl,30,OK,43,43,87,43,44,-0.209676,-0.209718,-0.044054,0.0921160212564265,1.0000000000000009,1.0000000000000027,-0.02494925009359858,0.6789036808446631,678.9036808446631,0.0011428782223311285,1.357807846790759,0.6789039233953795,-6.904928,-4.507368,/home/rb1820/BLA-ML/FODFT_4Target_Complete_Run_20260629_211000/fodft_couplings/case_summaries/phenalenyl/orca_30,equal_contiguous_halves,A_then_B
phenalenyl_31,phenalenyl,31,OK,43,43,87,43,44,-0.214414,-0.214226,0.045335,-0.08730827509511462,1.0000000000000013,0.9999999999999999,0.026827590088870625,0.7300159159572981,730.015915957298,0.005115740614245573,1.4600408631375341,0.7300204315687671,-7.065582,-4.598307,/home/rb1820/BLA-ML/FODFT_4Target_Complete_Run_20260629_211000/fodft_couplings/case_summaries/phenalenyl/orca_31,equal_contiguous_halves,A_then_B
phenalenyl_32,phenalenyl,32,OK,43,43,87,43,44,-0.215651,-0.216256,0.033512,-0.05917777920258824,0.9999999999999989,0.9999999999999967,0.020805211508394122,0.566138646284387,566.138646284387,0.016462888678822587,1.1323973889250154,0.5661986944625077,-6.788344,-4.964431,/home/rb1820/BLA-ML/FODFT_4Target_Complete_Run_20260629_211000/fodft_couplings/case_summaries/phenalenyl/orca_32,equal_contiguous_halves,A_then_B
phenalenyl_33,phenalenyl,33,OK,43,43,87,43,44,-0.215065,-0.215182,0.037391,-0.07371922092451973,0.9999999999999998,0.9999999999999973,0.021649920178155382,0.5891243401625954,589.1243401625954,0.0031837321907807587,1.1782530051838769,0.5891265025919384,-6.871279,-4.836341,/home/rb1820/BLA-ML/FODFT_4Target_Complete_Run_20260629_211000/fodft_couplings/case_summaries/phenalenyl/orca_33,equal_contiguous_halves,A_then_B
phenalenyl_34,phenalenyl,34,OK,43,43,87,43,44,-0.211316,-0.21197,-0.035708,0.0706500698223284,1.0000000000000018,0.9999999999999972,-0.02085952618673877,0.5676166239756498,567.6166239756499,0.01779624660487582,1.135373428611023,0.5676867143055115,-6.730796,-4.787402,/home/rb1820/BLA-ML/FODFT_4Target_Complete_Run_20260629_211000/fodft_couplings/case_summaries/phenalenyl/orca_34,equal_contiguous_halves,A_then_B
phenalenyl_35,phenalenyl,35,OK,43,43,87,43,44,-0.215306,-0.214974,0.037138,-0.07326360506612925,0.9999999999999997,1.0000000000000027,0.021491424426490026,0.5848114510456812,584.8114510456812,0.009034180233667987,1.1696579799043323,0.5848289899521661,-6.864855,-4.843678,/home/rb1820/BLA-ML/FODFT_4Target_Complete_Run_20260629_211000/fodft_couplings/case_summaries/phenalenyl/orca_35,equal_contiguous_halves,A_then_B
phenalenyl_36,phenalenyl,36,OK,43,43,87,43,44,-0.212168,-0.212463,-0.051096,0.1034114872512512,1.0000000000000013,0.9999999999999994,-0.02945512964078865,0.8015149095811497,801.5149095811497,0.008027358942566934,1.6030501352624764,0.8015250676312382,-7.167785,-4.38699,/home/rb1820/BLA-ML/FODFT_4Target_Complete_Run_20260629_211000/fodft_couplings/case_summaries/phenalenyl/orca_36,equal_contiguous_halves,A_then_B
phenalenyl_37,phenalenyl,37,OK,43,43,87,43,44,-0.214354,-0.213859,-0.044397,0.08562036987027473,1.000000000000003,0.999999999999998,-0.0262576128400301,0.714506044887673,714.5060448876729,0.013469636191763935,1.4290760384560968,0.7145380192280484,-7.034247,-4.618006,/home/rb1820/BLA-ML/FODFT_4Target_Complete_Run_20260629_211000/fodft_couplings/case_summaries/phenalenyl/orca_37,equal_contiguous_halves,A_then_B
phenalenyl_38,phenalenyl,38,OK,43,43,87,43,44,-0.213523,-0.213988,-0.033756,0.06826159932600963,0.9999999999999999,1.0000000000000038,-0.019254426515658864,0.5239396368625863,523.9396368625862,0.012653294604384989,1.047956023741612,0.523978011870806,-6.73514,-4.898013,/home/rb1820/BLA-ML/FODFT_4Target_Complete_Run_20260629_211000/fodft_couplings/case_summaries/phenalenyl/orca_38,equal_contiguous_halves,A_then_B
phenalenyl_39,phenalenyl,39,OK,43,43,87,43,44,-0.209048,-0.209528,0.041662,-0.08706846730655213,1.0000000000000009,0.9999999999999989,0.023618665782894874,0.642696637233253,642.696637233253,0.013061465398073707,1.2854601413969908,0.6427300706984954,-6.828718,-4.561301,/home/rb1820/BLA-ML/FODFT_4Target_Complete_Run_20260629_211000/fodft_couplings/case_summaries/phenalenyl/orca_39,equal_contiguous_halves,A_then_B
phenalenyl_40,phenalenyl,40,OK,43,43,87,43,44,-0.211238,-0.211879,0.035078,-0.06938972226210928,1.0000000000000007,0.999999999999996,0.020496704714119046,0.5577437487458564,557.7437487458565,0.01744249858367838,1.115624520079998,0.557812260039999,-6.711367,-4.802252,/home/rb1820/BLA-ML/FODFT_4Target_Complete_Run_20260629_211000/fodft_couplings/case_summaries/phenalenyl/orca_40,equal_contiguous_halves,A_then_B
phenalenyl_41,phenalenyl,41,OK,43,43,87,43,44,-0.215119,-0.215581,0.031422,-0.05584187944623233,0.9999999999999994,1.0000000000000036,0.019457124714839288,0.529455335851851,529.455335851851,0.012571660445646188,1.0589855294928674,0.5294927647464337,-6.715036,-5.004929,/home/rb1820/BLA-ML/FODFT_4Target_Complete_Run_20260629_211000/fodft_couplings/case_summaries/phenalenyl/orca_41,equal_contiguous_halves,A_then_B
phenalenyl_42,phenalenyl,42,OK,43,43,87,43,44,-0.21083,-0.209781,0.043576,-0.09002568876070634,0.9999999999999949,1.0000000000000038,0.024844457514798624,0.6760521295072245,676.0521295072244,0.028544744172041257,1.352407995868924,0.676203997934462,-6.908548,-4.536838,/home/rb1820/BLA-ML/FODFT_4Target_Complete_Run_20260629_211000/fodft_couplings/case_summaries/phenalenyl/orca_42,equal_contiguous_halves,A_then_B
phenalenyl_43,phenalenyl,43,OK,43,43,87,43,44,-0.210561,-0.210786,0.03278,-0.06566353950710778,1.0000000000000044,0.9999999999999992,0.019028477403674155,0.5177912483044323,517.7912483044323,0.006122561905347381,1.035600673703046,0.517800336851523,-6.624703,-4.840736,/home/rb1820/BLA-ML/FODFT_4Target_Complete_Run_20260629_211000/fodft_couplings/case_summaries/phenalenyl/orca_43,equal_contiguous_halves,A_then_B
phenalenyl_44,phenalenyl,44,OK,43,43,87,43,44,-0.213769,-0.213309,0.04303,-0.0835775369047048,0.9999999999999958,1.0000000000000004,0.025360081708214296,0.6900829785920344,690.0829785920344,0.012517237673154158,1.3802231170205916,0.6901115585102958,-6.981613,-4.639763,/home/rb1820/BLA-ML/FODFT_4Target_Complete_Run_20260629_211000/fodft_couplings/case_summaries/phenalenyl/orca_44,equal_contiguous_halves,A_then_B
phenalenyl_45,phenalenyl,45,OK,43,43,87,43,44,-0.210526,-0.210749,-0.031637,0.06322051492555388,1.0000000000000016,1.0000000000000013,-0.018393906167873335,0.5005236853064623,500.5236853064623,0.00606813913285535,1.0010658361400877,0.5005329180700439,-6.592609,-4.870851,/home/rb1820/BLA-ML/FODFT_4Target_Complete_Run_20260629_211000/fodft_couplings/case_summaries/phenalenyl/orca_45,equal_contiguous_halves,A_then_B
phenalenyl_46,phenalenyl,46,OK,43,43,87,43,44,-0.211428,-0.209897,0.044181,-0.09072382226371979,0.9999999999999988,0.9999999999999958,0.025276942552587296,0.6878206469161027,687.8206469161026,0.04166063234260775,1.3762772182978718,0.6881386091489359,-6.934836,-4.530007,/home/rb1820/BLA-ML/FODFT_4Target_Complete_Run_20260629_211000/fodft_couplings/case_summaries/phenalenyl/orca_46,equal_contiguous_halves,A_then_B
phenalenyl_47,phenalenyl,47,OK,43,43,87,43,44,-0.213843,-0.214254,0.027477,-0.04992131791864563,1.0000000000000013,1.0000000000000033,0.016833367856904317,0.4580592745750226,458.0592745750226,0.011183879747100924,0.9161869829660019,0.45809349148300094,-6.572252,-5.076839,/home/rb1820/BLA-ML/FODFT_4Target_Complete_Run_20260629_211000/fodft_couplings/case_summaries/phenalenyl/orca_47,equal_contiguous_halves,A_then_B
phenalenyl_48,phenalenyl,48,OK,43,43,87,43,44,-0.208279,-0.20725,0.026502,-0.05645839014627467,1.0,1.0000000000000038,0.01481918769950744,0.4032506403430913,403.25064034309133,0.028000516447121707,0.8069887556791506,0.4034943778395753,-6.374844,-4.932262,/home/rb1820/BLA-ML/FODFT_4Target_Complete_Run_20260629_211000/fodft_couplings/case_summaries/phenalenyl/orca_48,equal_contiguous_halves,A_then_B
phenalenyl_49,phenalenyl,49,OK,43,43,87,43,44,-0.212633,-0.212357,0.040473,-0.07988816445643317,1.0000000000000009,1.000000000000002,0.02364808941031803,0.6434972949238225,643.4972949238224,0.007510342603892646,1.2870166439639994,0.6435083219819997,-6.883622,-4.680939,/home/rb1820/BLA-ML/FODFT_4Target_Complete_Run_20260629_211000/fodft_couplings/case_summaries/phenalenyl/orca_49,equal_contiguous_halves,A_then_B
phenalenyl_50,phenalenyl,50,OK,43,43,87,43,44,-0.21071,-0.209129,-0.035736,0.07308565010969004,0.9999999999999997,1.0000000000000029,-0.020503416120211983,0.557926375409305,557.926375409305,0.043021201654907,1.1166862247695524,0.5583431123847762,-6.684856,-4.739539,/home/rb1820/BLA-ML/FODFT_4Target_Complete_Run_20260629_211000/fodft_couplings/case_summaries/phenalenyl/orca_50,equal_contiguous_halves,A_then_B
phenalenyl_51,phenalenyl,51,OK,43,43,87,43,44,-0.210923,-0.21173,0.026219,-0.05097220589501889,1.0000000000000044,0.9999999999999988,0.01548746112233747,0.4214352865696477,421.4352865696477,0.021959588700512372,0.8431573297792434,0.4215786648896217,-6.464037,-5.036939,/home/rb1820/BLA-ML/FODFT_4Target_Complete_Run_20260629_211000/fodft_couplings/case_summaries/phenalenyl/orca_51,equal_contiguous_halves,A_then_B
phenalenyl_52,phenalenyl,52,OK,43,43,87,43,44,-0.212066,-0.212101,0.039198,-0.07784629763118459,0.9999999999999994,0.9999999999999991,0.022826413855569227,0.6211383640346664,621.1383640346663,0.0009523985186097772,1.2422770953760374,0.6211385476880187,-6.83773,-4.704444,/home/rb1820/BLA-ML/FODFT_4Target_Complete_Run_20260629_211000/fodft_couplings/case_summaries/phenalenyl/orca_52,equal_contiguous_halves,A_then_B
phenalenyl_53,phenalenyl,53,OK,43,43,87,43,44,-0.212367,-0.212784,-0.023689,0.04437989603941954,0.9999999999999958,0.999999999999995,-0.014283052955961504,0.3886616707565691,388.6616707565691,0.011347148064577015,0.7774063217706073,0.38870316088530366,-6.429113,-5.139826,/home/rb1820/BLA-ML/FODFT_4Target_Complete_Run_20260629_211000/fodft_couplings/case_summaries/phenalenyl/orca_53,equal_contiguous_halves,A_then_B
phenalenyl_54,phenalenyl,54,OK,43,43,87,43,44,-0.210762,-0.211579,0.025721,-0.05007168805087966,0.999999999999999,0.9999999999999994,0.015185409060380906,0.4132160312453505,413.2160312453505,0.022231702562971772,0.8267317852806387,0.41336589264031937,-6.446221,-5.046247,/home/rb1820/BLA-ML/FODFT_4Target_Complete_Run_20260629_211000/fodft_couplings/case_summaries/phenalenyl/orca_54,equal_contiguous_halves,A_then_B
phenalenyl_55,phenalenyl,55,OK,43,43,87,43,44,-0.212016,-0.21242,-0.022418,0.042221633204123366,1.0000000000000004,1.0000000000000007,-0.013481843072134458,0.36685963914364816,366.85963914364817,0.010993400043378817,0.7338017784139841,0.36690088920699204,-6.384811,-5.164685,/home/rb1820/BLA-ML/FODFT_4Target_Complete_Run_20260629_211000/fodft_couplings/case_summaries/phenalenyl/orca_55,equal_contiguous_halves,A_then_B
phenalenyl_56,phenalenyl,56,OK,43,43,87,43,44,-0.210605,-0.209468,0.042655,-0.08842263765883976,1.0000000000000033,1.0000000000000002,0.02427279705469983,0.660496455925917,660.496455925917,0.030939346161688332,1.3213580360926807,0.6606790180463403,-6.876191,-4.554574,/home/rb1820/BLA-ML/FODFT_4Target_Complete_Run_20260629_211000/fodft_couplings/case_summaries/phenalenyl/orca_56,equal_contiguous_halves,A_then_B
phenalenyl_57,phenalenyl,57,OK,43,43,87,43,44,-0.210042,-0.210539,0.02639,-0.052189011366403276,1.0000000000000049,1.0000000000000004,0.01545724750063883,0.4206131320397158,420.61313203971577,0.013524058964255965,0.8413352643699118,0.4206676321849559,-6.440434,-5.00417,/home/rb1820/BLA-ML/FODFT_4Target_Complete_Run_20260629_211000/fodft_couplings/case_summaries/phenalenyl/orca_57,equal_contiguous_halves,A_then_B
phenalenyl_58,phenalenyl,58,OK,43,43,87,43,44,-0.211205,-0.211287,0.03697,-0.0744018473745367,1.0,0.9999999999999984,0.021371210568441466,0.5815402653222015,581.5402653222014,0.0022313336721709815,1.1630826829286653,0.5815413414643327,-6.754301,-4.742299,/home/rb1820/BLA-ML/FODFT_4Target_Complete_Run_20260629_211000/fodft_couplings/case_summaries/phenalenyl/orca_58,equal_contiguous_halves,A_then_B
phenalenyl_59,phenalenyl,59,OK,43,43,87,43,44,-0.208989,-0.209392,-0.026295,0.05393973547078193,1.0000000000000038,1.000000000000001,-0.015055122571789724,0.40967075528166236,409.67075528166237,0.010966188657132801,0.8194151079488468,0.4097075539744234,-6.4079,-4.976816,/home/rb1820/BLA-ML/FODFT_4Target_Complete_Run_20260629_211000/fodft_couplings/case_summaries/phenalenyl/orca_59,equal_contiguous_halves,A_then_B
