id,system,orca_index,fodft_status,fragment_a_alpha_somo_index,fragment_b_alpha_somo_index_local,fragment_b_alpha_somo_index_merged,projected_block_first,projected_block_second,h_aa_hartree,h_bb_hartree,h_ab_hartree,raw_fragment_somo_overlap_s_ab,fragment_somo_a_norm,fragment_somo_b_norm,lowdin_corrected_t_fo_hartree,target_fodft_coupling_abs_ev,target_fodft_coupling_abs_mev,site_energy_mismatch_abs_ev,generalized_two_state_splitting_ev,half_generalized_splitting_ev,block_eigenvalue_low_ev,block_eigenvalue_high_ev,case_archive_dir,split_method,projection_fragment_order,merge_id,tfo_reconstructed_ev,splitting_reconstructed_ev,orthogonalized_site_a_ev,orthogonalized_site_b_ev,overlap_matrix_min_eigenvalue,tfo_reconstruction_error_ev,splitting_reconstruction_error_ev,overlap_denominator,max_norm_deviation,flag_orbital_norm,flag_overlap_conditioning,flag_fock_diagonal,flag_reconstruction,flag_projection_order,review_high_tfo_gt_5ev,numerical_qc_status,bs_s2_filter_status,stack_interplane_distance,stack_lateral_slip,projected_pi_overlap_area,projected_pi_overlap_fraction_min,n_interfragment_c_contacts_3p4,contact_min_cc_distance
phenalenyl_10,phenalenyl,10,OK,43,43,87,43,44,-0.211959,-0.2125,-0.060922,0.1267429109173902,1.0000000000000018,1.0000000000000004,-0.0345788824451964,0.9409393261708549,940.9393261708548,0.0147213599590791,1.8819371718335047,0.9409685859167526,-7.432862,-4.117279,/home/rb1820/BLA-ML/FODFT_4Target_Complete_Run_20260629_211000/fodft_couplings/case_summaries/phenalenyl/orca_10,equal_contiguous_halves,A_then_B,phenalenyl_orca_10,0.9409393261708545,1.881937171833503,-5.64838098605985,-5.6632220301348815,0.8732570890826099,3.3306690738754696e-16,1.7763568394002505e-15,0.9839362345321865,1.7763568394002505e-15,False,False,False,False,False,False,PASS,LOW_S2_INCLUDED_NO_FILTER,3.086720470075792,0.025025703469201,15.10524453537083,0.8557055013882463,28.0,2.491803058349278
phenalenyl_11,phenalenyl,11,OK,43,43,87,43,44,-0.210252,-0.210248,0.059668,-0.1325395377476183,1.0000000000000002,1.000000000000001,0.032370200734693,0.8808380350518965,880.8380350518966,0.000108845544984,1.7616760735264525,0.8808380367632263,-7.344843,-4.097532,/home/rb1820/BLA-ML/FODFT_4Target_Complete_Run_20260629_211000/fodft_couplings/case_summaries/phenalenyl/orca_11,equal_contiguous_halves,A_then_B,phenalenyl_orca_11,0.8808380350518971,1.7616760735264418,-5.604502999401722,-5.604393185043628,0.8674604622523817,5.551115123125783e-16,1.0658141036401503e-14,0.9824332709336476,1.1102230246251565e-15,False,False,False,False,False,False,PASS,INCLUDED_NO_FILTER,2.9887729585644003,0.0085890325883204,17.785724447524597,0.9976011495671528,43.0,2.956452812710189
phenalenyl_12,phenalenyl,12,OK,43,43,87,43,44,-0.212066,-0.21147,-0.057783,0.1204882361944008,1.0000000000000022,0.9999999999999996,-0.0327427878389035,0.8909766466548427,890.9766466548426,0.0162179862026092,1.7820281808318887,0.8910140904159444,-7.334876,-4.190124,/home/rb1820/BLA-ML/FODFT_4Target_Complete_Run_20260629_211000/fodft_couplings/case_summaries/phenalenyl/orca_12,equal_contiguous_halves,A_then_B,phenalenyl_orca_12,0.8909766466548421,1.7820281808318834,-5.663317140538294,-5.646980135250784,0.8795117638055991,5.551115123125783e-16,5.329070518200751e-15,0.9854825849387623,2.220446049250313e-15,False,False,False,False,False,False,PASS,LOW_S2_INCLUDED_NO_FILTER,3.128907744134265,0.1339752136260553,15.057194224627509,0.8520833403967177,26.0,2.54378333307532
phenalenyl_13,phenalenyl,13,OK,43,43,87,43,44,-0.210168,-0.210142,-0.058941,0.1309828949917878,1.000000000000002,1.0000000000000029,-0.0319626576390577,0.8697482224646801,869.7482224646801,0.0007074960423956,1.7394965913189155,0.8697482956594578,-7.322465,-4.114749,/home/rb1820/BLA-ML/FODFT_4Target_Complete_Run_20260629_211000/fodft_couplings/case_summaries/phenalenyl/orca_13,equal_contiguous_halves,A_then_B,phenalenyl_orca_13,0.869748222464681,1.7394965913189246,-5.605043558610104,-5.6043299142563345,0.8690171050082123,8.881784197001252e-16,9.103828801926284e-15,0.9828434812195703,2.886579864025407e-15,False,False,False,False,False,False,PASS,INCLUDED_NO_FILTER,2.994342027365539,0.0986811022618326,17.338108841877666,0.9727358361353412,43.0,2.951782975446621
phenalenyl_14,phenalenyl,14,OK,43,43,87,43,44,-0.209975,-0.210079,0.059018,-0.1311022599666783,1.0000000000000004,1.0000000000000024,0.0320335723633187,0.871677910417074,871.677910417074,0.0028299841695825,1.7433581579548934,0.8716790789774467,-7.321083,-4.109161,/home/rb1820/BLA-ML/FODFT_4Target_Complete_Run_20260629_211000/fodft_couplings/case_summaries/phenalenyl/orca_14,equal_contiguous_halves,A_then_B,phenalenyl_orca_14,0.8716779104170743,1.743358157954901,-5.599419563644115,-5.602274186490699,0.8688977400333218,3.3306690738754696e-16,7.549516567451064e-15,0.9828121974316295,2.4424906541753444e-15,False,False,False,False,False,False,PASS,INCLUDED_NO_FILTER,3.001069775834436,0.0460687022441189,17.570253035088854,0.9861915951870128,43.0,2.8523798724423832
phenalenyl_15,phenalenyl,15,OK,43,43,87,43,44,-0.211802,-0.210363,0.055299,-0.1163849567643892,1.0000000000000044,0.9999999999999996,0.0311541698682737,0.8477481494587169,847.7481494587169,0.0391571848079766,1.6959546099479148,0.8479773049739574,-7.248733,-4.238965,/home/rb1820/BLA-ML/FODFT_4Target_Complete_Run_20260629_211000/fodft_couplings/case_summaries/phenalenyl/orca_15,equal_contiguous_halves,A_then_B,phenalenyl_orca_15,0.847748149458718,1.6959546099479164,-5.664894860942314,-5.625469750151516,0.8836150432356108,1.1102230246251565e-15,1.5543122344752192e-15,0.9864545418389512,4.440892098500626e-15,False,False,False,False,False,False,PASS,INCLUDED_NO_FILTER,3.165097353394601,0.0693389395135691,15.105518644388054,0.8595506178869098,24.0,2.534479313026202
phenalenyl_16,phenalenyl,16,OK,43,43,87,43,44,-0.212542,-0.21239,-0.058388,0.1205822668551123,1.0000000000000038,0.9999999999999996,-0.0332518527925262,0.904829009732166,904.829009732166,0.0041361307093905,1.8096628159423933,0.9048314079711968,-7.370315,-4.192652,/home/rb1820/BLA-ML/FODFT_4Target_Complete_Run_20260629_211000/fodft_couplings/case_summaries/phenalenyl/orca_16,equal_contiguous_halves,A_then_B,phenalenyl_orca_16,0.9048290097321671,1.809662815942397,-5.674471323275027,-5.6703047907856,0.8794177331448878,1.1102230246251565e-15,3.774758283725532e-15,0.9854599169200825,3.774758283725532e-15,False,False,False,False,False,False,PASS,LOW_S2_INCLUDED_NO_FILTER,3.147250621421329,0.1070579688412075,15.0403075148378,0.8537155264242455,26.0,2.484106694342851
phenalenyl_17,phenalenyl,17,OK,43,43,87,43,44,-0.211979,-0.211722,-0.054709,0.113117903377692,1.000000000000003,0.9999999999999982,-0.0311434161771361,0.847455526615603,847.4555266156029,0.0069933262652191,1.6949256676565947,0.8474628338282973,-7.253467,-4.276027,/home/rb1820/BLA-ML/FODFT_4Target_Complete_Run_20260629_211000/fodft_couplings/case_summaries/phenalenyl/orca_17,equal_contiguous_halves,A_then_B,phenalenyl_orca_17,0.847455526615603,1.6949256676565976,-5.672402640722592,-5.6653641383355735,0.8868820966223081,0.0,2.886579864025407e-15,0.9872043399354351,3.1086244689504383e-15,False,False,False,False,False,False,PASS,INCLUDED_NO_FILTER,3.196181403305212,0.2365699270987128,14.911545366346465,0.8484261992760715,24.0,2.4707596282438447
phenalenyl_18,phenalenyl,18,OK,43,43,87,43,44,-0.211335,-0.212352,0.052589,-0.1077613570416476,0.9999999999999994,1.0000000000000016,0.0301101109259277,0.8193378583149633,819.3378583149633,0.0276739798121702,1.6389121243528375,0.8194560621764189,-7.195638,-4.333472,/home/rb1820/BLA-ML/FODFT_4Target_Complete_Run_20260629_211000/fodft_couplings/case_summaries/phenalenyl/orca_18,equal_contiguous_halves,A_then_B,phenalenyl_orca_18,0.8193378583149633,1.6389121243528422,-5.662344305153826,-5.690180380274848,0.8922386429583524,0.0,4.6629367034256575e-15,0.9883874899285425,1.5543122344752192e-15,False,False,False,False,False,False,PASS,INCLUDED_NO_FILTER,3.239095444129275,0.3673447371252059,14.663386891300147,0.8342724464881457,24.0,2.445361388755253
phenalenyl_19,phenalenyl,19,OK,43,43,87,43,44,-0.212792,-0.212407,-0.056861,0.1165566822235223,0.9999999999999994,1.000000000000005,-0.0325229468365097,0.8849944682260008,884.9944682260008,0.0104763837047052,1.770020367504511,0.8850101837522555,-7.332409,-4.237843,/home/rb1820/BLA-ML/FODFT_4Target_Complete_Run_20260629_211000/fodft_couplings/case_summaries/phenalenyl/orca_19,equal_contiguous_halves,A_then_B,phenalenyl_orca_19,0.8849944682260024,1.7700203675045116,-5.687249231375458,-5.676700951027202,0.8834433177764778,1.5543122344752192e-15,6.661338147750939e-16,0.9864145398290448,5.10702591327572e-15,False,False,False,False,False,False,PASS,LOW_S2_INCLUDED_NO_FILTER,3.221386219366639,0.1142880311906433,14.978971863178696,0.8556083928325591,24.0,2.463645797317012
phenalenyl_20,phenalenyl,20,OK,43,43,87,43,44,-0.210982,-0.211947,-0.051098,0.1048495247387197,0.9999999999999966,0.9999999999999968,-0.0292475786752518,0.7958671600921994,795.8671600921994,0.0262589877273782,1.5919533112165043,0.7959766556082521,-7.144764,-4.363719,/home/rb1820/BLA-ML/FODFT_4Target_Complete_Run_20260629_211000/fodft_couplings/case_summaries/phenalenyl/orca_20,equal_contiguous_halves,A_then_B,phenalenyl_orca_20,0.7958671600921994,1.5919533112165087,-5.657593629878582,-5.683998156769231,0.8951504752612802,0.0,4.440892098500626e-15,0.9890065771620646,3.4416913763379853e-15,False,False,False,False,False,False,PASS,INCLUDED_NO_FILTER,3.2476792466681323,0.3705177615619584,14.654431231457812,0.8345609606743309,24.0,2.451467285936208
phenalenyl_21,phenalenyl,21,OK,43,43,87,43,44,-0.210663,-0.211051,0.050843,-0.1059661693816185,1.0000000000000036,1.000000000000002,0.0288229392806999,0.7843121335117862,784.3121335117862,0.0105580178634433,1.5686602018118134,0.7843301009059067,-7.121229,-4.354186,/home/rb1820/BLA-ML/FODFT_4Target_Complete_Run_20260629_211000/fodft_couplings/case_summaries/phenalenyl/orca_21,equal_contiguous_halves,A_then_B,phenalenyl_orca_21,0.7843121335117854,1.5686602018118125,-5.649291817842931,-5.659909616722107,0.8940338306183815,7.771561172376096e-16,8.881784197001252e-16,0.9887711709465862,3.552713678800501e-15,False,False,False,False,False,False,PASS,INCLUDED_NO_FILTER,3.2917780228339613,0.056548934924121,15.022883232011733,0.8544571287223268,20.0,2.5104071038167
phenalenyl_22,phenalenyl,22,OK,43,43,87,43,44,-0.219202,-0.219964,-0.067001,0.12463069153883,0.9999999999999998,0.9999999999999968,-0.0402595629729197,1.0955185181507967,1095.5185181507968,0.0207350763194424,2.1911366961995475,1.0955683480997738,-7.798375,-4.151929,/home/rb1820/BLA-ML/FODFT_4Target_Complete_Run_20260629_211000/fodft_couplings/case_summaries/phenalenyl/orca_22,equal_contiguous_halves,A_then_B,phenalenyl_orca_22,1.0955185181507978,2.1911366961995427,-5.828173588568108,-5.849071602515998,0.87536930846117,1.1102230246251565e-15,4.884981308350689e-15,0.984467190726553,3.219646771412954e-15,False,False,False,False,False,False,PASS,LOW_S2_INCLUDED_NO_FILTER,3.3300063077209248,0.0409726548683437,14.85379389696174,0.852660136023698,22.0,2.1536006489981365
phenalenyl_23,phenalenyl,23,OK,43,43,87,43,44,-0.21041,-0.210198,-0.04858,0.1016103271271468,0.9999999999999996,1.000000000000002,-0.0274948163554112,0.7481720676096048,748.1720676096047,0.0057688138841499,1.4963553713605622,0.7481776856802811,-7.044593,-4.40073,/home/rb1820/BLA-ML/FODFT_4Target_Complete_Run_20260629_211000/fodft_couplings/case_summaries/phenalenyl/orca_23,equal_contiguous_halves,A_then_B,phenalenyl_orca_23,0.7481720676096053,1.4963553713605593,-5.6495407780432885,-5.643741951034814,0.8983896728728533,5.551115123125783e-16,2.886579864025407e-15,0.9896753414211142,1.9984014443252818e-15,False,False,False,False,False,False,PASS,INCLUDED_NO_FILTER,3.294537522280082,0.2039949503916096,14.942813467951192,0.8504513896516129,20.0,2.5657836884800536
phenalenyl_24,phenalenyl,24,OK,43,43,87,43,44,-0.210724,-0.20954,0.046735,-0.0980000731031184,0.9999999999999956,0.9999999999999986,0.0263955518973185,0.7182595578539561,718.2595578539562,0.0322182813152495,1.4368838690909267,0.7184419345454633,-6.989794,-4.446155,/home/rb1820/BLA-ML/FODFT_4Target_Complete_Run_20260629_211000/fodft_couplings/case_summaries/phenalenyl/orca_24,equal_contiguous_halves,A_then_B,phenalenyl_orca_24,0.7182595578539571,1.4368838690909291,-5.663780584026567,-5.631406466903925,0.9019999268968817,9.992007221626409e-16,2.4424906541753444e-15,0.9903959856717834,4.440892098500626e-15,False,False,False,False,False,False,PASS,INCLUDED_NO_FILTER,3.272527107560432,0.397336088797696,14.819969420943067,0.8405201668441135,19.0,2.5937945044942627
phenalenyl_25,phenalenyl,25,OK,43,43,87,43,44,-0.217561,-0.217349,0.052696,-0.0972995350313071,0.9999999999999964,1.0,0.0318391572640488,0.8663876060587868,866.3876060587868,0.0057688138841499,1.7327849067368188,0.8663924533684094,-7.351188,-4.483328,/home/rb1820/BLA-ML/FODFT_4Target_Complete_Run_20260629_211000/fodft_couplings/case_summaries/phenalenyl/orca_25,equal_contiguous_halves,A_then_B,phenalenyl_orca_25,0.8663876060587876,1.7327849067368248,-5.835851043182437,-5.8300547266073846,0.9027004649686928,7.771561172376096e-16,5.995204332975845e-15,0.9905328004826914,3.552713678800501e-15,False,False,False,False,False,False,PASS,LOW_S2_INCLUDED_NO_FILTER,3.369152614834271,0.8481407096263937,12.804103562519131,0.7387571345357246,21.0,2.181169359714889
phenalenyl_26,phenalenyl,26,OK,43,43,87,43,44,-0.211387,-0.211217,0.049917,-0.1024920138666744,0.9999999999999988,1.0000000000000009,0.0285602468233356,0.7771639075905385,777.1639075905385,0.004625935661818,1.5543347720178942,0.7771673860089471,-7.10812,-4.3915,/home/rb1820/BLA-ML/FODFT_4Target_Complete_Run_20260629_211000/fodft_couplings/case_summaries/phenalenyl/orca_26,equal_contiguous_halves,A_then_B,phenalenyl_orca_26,0.7771639075905391,1.5543347720178882,-5.672492455359496,-5.667842029753117,0.8975079861333255,5.551115123125783e-16,5.995204332975845e-15,0.9894953870935534,1.2212453270876722e-15,False,False,False,False,False,False,PASS,INCLUDED_NO_FILTER,3.3083623154984587,0.2922515120194229,14.844091923968774,0.8466646849776093,20.0,2.546695029939105
phenalenyl_27,phenalenyl,27,OK,43,43,87,43,44,-0.216291,-0.215877,-0.049503,0.0931307659415448,1.0000000000000009,1.0000000000000022,-0.0296359744419577,0.8064359473163422,806.4359473163422,0.0112655139058389,1.6129115817922184,0.8064557908961092,-7.227013,-4.532873,/home/rb1820/BLA-ML/FODFT_4Target_Complete_Run_20260629_211000/fodft_couplings/case_summaries/phenalenyl/orca_27,equal_contiguous_halves,A_then_B,phenalenyl_orca_27,0.8064359473163429,1.612911581792213,-5.810498532539172,-5.7991838437042365,0.9068692340584552,7.771561172376096e-16,5.329070518200751e-15,0.9913266604351412,2.220446049250313e-15,False,False,False,False,False,False,PASS,LOW_S2_INCLUDED_NO_FILTER,3.3999530431917093,0.869563027611046,12.702677149905922,0.733438721623819,18.0,2.231237710319139
phenalenyl_28,phenalenyl,28,OK,43,43,87,43,44,-0.207131,-0.207703,0.034143,-0.0734016828073788,1.0000000000000009,0.9999999999999994,0.0190207231431787,0.5175802441270397,517.5802441270397,0.0155649129327048,1.0352781342774342,0.5176390671387171,-6.573207,-4.71501,/home/rb1820/BLA-ML/FODFT_4Target_Complete_Run_20260629_211000/fodft_couplings/case_summaries/phenalenyl/orca_28,equal_contiguous_halves,A_then_B,phenalenyl_orca_28,0.5175802441270412,1.0352781342774446,-5.5983093333246385,-5.613916346829983,0.9265983171926213,1.4432899320127035e-15,1.0436096431476471e-14,0.994612192961045,8.881784197001252e-16,False,False,False,False,False,False,PASS,INCLUDED_NO_FILTER,3.303343693684608,0.503293329967882,14.587105356270856,0.823796759246002,15.0,2.7630068455153
phenalenyl_29,phenalenyl,29,OK,43,43,87,43,44,-0.215441,-0.215063,-0.047559,0.0904148138249515,1.0000000000000009,1.0000000000000049,-0.0283286123269246,0.7708608118408036,770.8608118408035,0.0102859040009831,1.541756218334695,0.7708781091673474,-7.151459,-4.563166,/home/rb1820/BLA-ML/FODFT_4Target_Complete_Run_20260629_211000/fodft_couplings/case_summaries/phenalenyl/orca_29,equal_contiguous_halves,A_then_B,phenalenyl_orca_29,0.7708608118408052,1.5417562183346964,-5.792772178604779,-5.782443972262958,0.9095851861750486,1.6653345369377348e-15,1.5543122344752192e-15,0.9918251614409993,4.884981308350689e-15,False,False,False,False,False,False,PASS,LOW_S2_INCLUDED_NO_FILTER,3.425731230139356,0.8854981795828349,12.636308949808576,0.7302981789844224,18.0,2.261418782183135
phenalenyl_30,phenalenyl,30,OK,43,43,87,43,44,-0.209676,-0.209718,-0.044054,0.0921160212564265,1.0000000000000009,1.0000000000000029,-0.0249492500935985,0.6789036808446631,678.9036808446631,0.0011428782223311,1.357807846790759,0.6789039233953795,-6.904928,-4.507368,/home/rb1820/BLA-ML/FODFT_4Target_Complete_Run_20260629_211000/fodft_couplings/case_summaries/phenalenyl/orca_30,equal_contiguous_halves,A_then_B,phenalenyl_orca_30,0.6789036808446626,1.3578078467907515,-5.643034276645278,-5.6441820348131,0.9078839787435735,5.551115123125783e-16,7.549516567451064e-15,0.9915146386278856,2.886579864025407e-15,False,False,False,False,False,False,PASS,INCLUDED_NO_FILTER,3.455506436040536,0.2156785849620104,14.834621499945904,0.8489163932581977,15.0,2.550757739713524
phenalenyl_31,phenalenyl,31,OK,43,43,87,43,44,-0.214414,-0.214226,0.045335,-0.0873082750951146,1.000000000000001,1.0,0.0268275900888706,0.7300159159572981,730.015915957298,0.0051157406142455,1.460040863137534,0.7300204315687671,-7.065582,-4.598307,/home/rb1820/BLA-ML/FODFT_4Target_Complete_Run_20260629_211000/fodft_couplings/case_summaries/phenalenyl/orca_31,equal_contiguous_halves,A_then_B,phenalenyl_orca_31,0.7300159159572983,1.4600408631375272,-5.770775545208551,-5.765640194443319,0.9126917249048854,2.220446049250313e-16,6.661338147750939e-15,0.9923772650999158,1.1102230246251565e-15,False,False,False,False,False,False,PASS,INCLUDED_NO_FILTER,3.451769434779324,0.9104051571966584,12.540753116269446,0.7254224784054705,18.0,2.301118537729004
