extreme_group,id,system,orca_index,fodft_status,fragment_a_alpha_somo_index,fragment_b_alpha_somo_index_local,fragment_b_alpha_somo_index_merged,projected_block_first,projected_block_second,h_aa_hartree,h_bb_hartree,h_ab_hartree,raw_fragment_somo_overlap_s_ab,fragment_somo_a_norm,fragment_somo_b_norm,lowdin_corrected_t_fo_hartree,target_fodft_coupling_abs_ev,target_fodft_coupling_abs_mev,site_energy_mismatch_abs_ev,generalized_two_state_splitting_ev,half_generalized_splitting_ev,block_eigenvalue_low_ev,block_eigenvalue_high_ev,case_archive_dir,split_method,projection_fragment_order,merge_id,tfo_reconstructed_ev,splitting_reconstructed_ev,orthogonalized_site_a_ev,orthogonalized_site_b_ev,overlap_matrix_min_eigenvalue,tfo_reconstruction_error_ev,splitting_reconstruction_error_ev,overlap_denominator,max_norm_deviation,flag_orbital_norm,flag_overlap_conditioning,flag_fock_diagonal,flag_reconstruction,flag_projection_order,review_high_tfo_gt_5ev,numerical_qc_status
highest,phenalenyl_5,phenalenyl,5,OK,43,43,87,43,44,-0.223906,-0.223927,-0.092356,0.1797842129646943,1.0000000000000016,1.0000000000000009,-0.0538395704293267,1.4650493462704834,1465.0493462704835,0.0005714391111655,2.930098750124325,1.4650493750621625,-8.606213,-3.579951,/home/rb1820/BLA-ML/FODFT_4Target_Complete_Run_20260629_211000/fodft_couplings/case_summaries/phenalenyl/orca_5,equal_contiguous_halves,A_then_B,phenalenyl_orca_5,1.4650493462704832,2.9300987501243196,-5.829395172513992,-5.82997607683819,0.8202157870353057,2.220446049250313e-16,5.329070518200751e-15,0.9676776367686655,1.5543122344752192e-15,False,False,False,False,False,False,PASS
highest,phenalenyl_4,phenalenyl,4,OK,43,43,87,43,44,-0.222144,-0.222188,0.08963,-0.1779264107154557,1.0000000000000009,0.999999999999999,0.0517387359879193,1.407882728846474,1407.8827288464738,0.0011973009948231,2.815765720569191,1.4078828602845954,-8.484409,-3.60647,/home/rb1820/BLA-ML/FODFT_4Target_Complete_Run_20260629_211000/fodft_couplings/case_summaries/phenalenyl/orca_4,equal_contiguous_halves,A_then_B,phenalenyl_orca_4,1.4078827288464741,2.8157657205691895,-5.794336958499227,-5.795553673649241,0.8220735892845443,2.220446049250313e-16,1.3322676295501878e-15,0.9683421923699149,9.992007221626409e-16,False,False,False,False,False,False,PASS
highest,phenalenyl_1,phenalenyl,1,OK,43,43,87,43,44,-0.216773,-0.216878,-0.08138,0.1707696811210454,0.9999999999999986,0.999999999999998,-0.0456850591758842,1.2431537909058037,1243.1537909058036,0.0028571955558285,2.486309272829855,1.2431546364149275,-8.114579,-3.685678,/home/rb1820/BLA-ML/FODFT_4Target_Complete_Run_20260629_211000/fodft_couplings/case_summaries/phenalenyl/orca_1,equal_contiguous_halves,A_then_B,phenalenyl_orca_1,1.243153790905805,2.486309272829861,-5.686379556694372,-5.68927934734976,0.8292303188789547,1.3322676295501878e-15,5.773159728050814e-15,0.9708377160098165,1.9984014443252818e-15,False,False,False,False,False,False,PASS
highest,phenalenyl_3,phenalenyl,3,OK,43,43,87,43,44,-0.216756,-0.21681,0.081037,-0.1695604584719207,0.9999999999999968,1.0000000000000018,0.0455899194661016,1.2405649075155782,1240.5649075155782,0.0014694148572833,2.4811302630317957,1.2405651315158976,-8.104106,-3.693827,/home/rb1820/BLA-ML/FODFT_4Target_Complete_Run_20260629_211000/fodft_couplings/case_summaries/phenalenyl/orca_3,equal_contiguous_halves,A_then_B,phenalenyl_orca_3,1.240564907515578,2.4811302630317966,-5.6878696876185355,-5.689360692544462,0.8304395415280793,2.220446049250313e-16,8.881784197001252e-16,0.971249250922792,3.219646771412954e-15,False,False,False,False,False,False,PASS
highest,phenalenyl_0,phenalenyl,0,OK,43,43,87,43,44,-0.216607,-0.216572,0.081,-0.1703443578807604,1.0000000000000022,0.9999999999999968,0.0454232564270729,1.2360297751876377,1236.0297751876374,0.0009523985186097,2.4720597393209403,1.23602986966047,-8.097826,-3.689568,/home/rb1820/BLA-ML/FODFT_4Target_Complete_Run_20260629_211000/fodft_couplings/case_summaries/phenalenyl/orca_0,equal_contiguous_halves,A_then_B,phenalenyl_orca_0,1.2360297751876368,2.4720597393209447,-5.683633105283696,-5.682666580615458,0.8296556421192396,8.881784197001252e-16,4.440892098500626e-15,0.9709827997381915,3.219646771412954e-15,False,False,False,False,False,False,PASS
highest,phenalenyl_2,phenalenyl,2,OK,43,43,87,43,44,-0.216095,-0.216113,0.078783,-0.1659858515942479,0.9999999999999956,1.0000000000000018,0.044128593782222,1.2008002099003494,1200.8002099003495,0.0004898049524275,2.401600471163516,1.200800235581758,-8.024286,-3.736691,/home/rb1820/BLA-ML/FODFT_4Target_Complete_Run_20260629_211000/fodft_couplings/case_summaries/phenalenyl/orca_2,equal_contiguous_halves,A_then_B,phenalenyl_orca_2,1.2008002099003507,2.401600471163525,-5.680925220348452,-5.681421915387807,0.8340141484057522,1.3322676295501878e-15,8.881784197001252e-15,0.9724486970705323,4.440892098500626e-15,False,False,False,False,False,False,PASS
highest,phenalenyl_22,phenalenyl,22,OK,43,43,87,43,44,-0.219202,-0.219964,-0.067001,0.12463069153883,0.9999999999999998,0.9999999999999968,-0.0402595629729197,1.0955185181507967,1095.5185181507968,0.0207350763194424,2.1911366961995475,1.0955683480997738,-7.798375,-4.151929,/home/rb1820/BLA-ML/FODFT_4Target_Complete_Run_20260629_211000/fodft_couplings/case_summaries/phenalenyl/orca_22,equal_contiguous_halves,A_then_B,phenalenyl_orca_22,1.0955185181507978,2.1911366961995427,-5.828173588568108,-5.849071602515998,0.87536930846117,1.1102230246251565e-15,4.884981308350689e-15,0.984467190726553,3.219646771412954e-15,False,False,False,False,False,False,PASS
highest,phenalenyl_7,phenalenyl,7,OK,43,43,87,43,44,-0.212809,-0.213196,-0.065191,0.1363485278847815,1.0000000000000002,0.9999999999999968,-0.0368331855337332,1.002282038228553,1002.2820382285532,0.0105308064771973,2.004592261597369,1.0022961307986844,-7.570021,-4.022156,/home/rb1820/BLA-ML/FODFT_4Target_Complete_Run_20260629_211000/fodft_couplings/case_summaries/phenalenyl/orca_7,equal_contiguous_halves,A_then_B,phenalenyl_orca_7,1.0022820382285529,2.004592261597373,-5.654118577648708,-5.664748659197761,0.8636514721152184,2.220446049250313e-16,3.9968028886505635e-15,0.9814090789436529,3.219646771412954e-15,False,False,False,False,False,False,PASS
highest,phenalenyl_8,phenalenyl,8,OK,43,43,87,43,44,-0.212404,-0.212601,0.062136,-0.1293622583886566,0.9999999999999988,1.0000000000000009,0.0352358544007184,0.9588164438053456,958.8164438053454,0.0053606430904597,1.917640507816448,0.958820253908224,-7.473288,-4.091682,/home/rb1820/BLA-ML/FODFT_4Target_Complete_Run_20260629_211000/fodft_couplings/case_summaries/phenalenyl/orca_8,equal_contiguous_halves,A_then_B,phenalenyl_orca_8,0.9588164438053455,1.9176405078164527,-5.655749911131329,-5.661155979243114,0.8706377416113433,1.1102230246251565e-16,4.6629367034256575e-15,0.9832654061045865,1.2212453270876722e-15,False,False,False,False,False,False,PASS
highest,phenalenyl_10,phenalenyl,10,OK,43,43,87,43,44,-0.211959,-0.2125,-0.060922,0.1267429109173902,1.0000000000000018,1.0000000000000004,-0.0345788824451964,0.9409393261708549,940.9393261708548,0.0147213599590791,1.8819371718335047,0.9409685859167526,-7.432862,-4.117279,/home/rb1820/BLA-ML/FODFT_4Target_Complete_Run_20260629_211000/fodft_couplings/case_summaries/phenalenyl/orca_10,equal_contiguous_halves,A_then_B,phenalenyl_orca_10,0.9409393261708545,1.881937171833503,-5.64838098605985,-5.6632220301348815,0.8732570890826099,3.3306690738754696e-16,1.7763568394002505e-15,0.9839362345321865,1.7763568394002505e-15,False,False,False,False,False,False,PASS
lowest,olympicenyl_288,olympicenyl,288,OK,62,62,125,62,63,-0.202282,-0.203172,-1.4e-05,4.8266101925725145e-05,1.0000000000000058,0.9999999999999992,-4.215157964723221e-06,0.0001147002914659,0.1147002914659362,0.0242181337589293,0.0242192202343356,0.0121096101171678,-5.528606,-5.504371,/home/rb1820/BLA-ML/FODFT_4Target_Complete_Run_20260629_211000/fodft_couplings/case_summaries/olympicenyl/orca_288,equal_contiguous_halves,A_then_B,olympicenyl_orca_288,0.00011470029146754916,0.024219220234334878,-5.504373627060701,-5.528591760847841,0.9999517338980743,1.6491663720405447e-15,7.216449660063518e-16,0.9999999976703834,5.773159728050814e-15,False,False,False,False,False,False,PASS
lowest,olympicenyl_235,olympicenyl,235,OK,62,62,125,62,63,-0.202738,-0.201717,-0.000116,0.0004995884028498,1.000000000000005,0.9999999999999998,-1.4969489998897331e-05,0.0004073405742654,0.4073405742654498,0.0277828253571535,0.0277947707825594,0.0138973853912797,-5.517151,-5.488645,/home/rb1820/BLA-ML/FODFT_4Target_Complete_Run_20260629_211000/fodft_couplings/case_summaries/olympicenyl/orca_235,equal_contiguous_halves,A_then_B,olympicenyl_orca_235,0.0004073405742669946,0.027794770782536057,-5.516781822970055,-5.488998994145763,0.9995004115971502,1.5945903451830556e-15,2.3342439092743916e-14,0.9999997504114277,5.10702591327572e-15,False,False,False,False,False,False,PASS
lowest,olympicenyl_521,olympicenyl,521,OK,62,62,125,62,63,-0.210721,-0.198989,2.7e-05,2.919634913995999e-05,0.9999999999999976,0.9999999999999988,3.298101813118041e-05,0.0008974592231534,0.8974592231534834,0.319243983437931,0.319249029411899,0.1596245147059495,-5.734006,-5.414759,/home/rb1820/BLA-ML/FODFT_4Target_Complete_Run_20260629_211000/fodft_couplings/case_summaries/olympicenyl/orca_521,equal_contiguous_halves,A_then_B,olympicenyl_orca_521,0.0008974592231518051,0.31924902941187255,-5.734010547411399,-5.414766563837403,0.9999708036508601,1.5949698159434256e-15,2.6423307986078726e-14,0.9999999991475732,2.4424906541753444e-15,False,False,False,False,False,False,PASS
lowest,olympicenyl_395,olympicenyl,395,OK,62,62,125,62,63,-0.204041,-0.204071,0.000288,-0.0016083630922386,0.9999999999999968,0.9999999999999994,-4.019624313076342e-05,0.0010937954974688,1.0937954974688453,0.0008163415873797,0.0023349453209889,0.0011674726604944,-5.560494,-5.544796,/home/rb1820/BLA-ML/FODFT_4Target_Complete_Run_20260629_211000/fodft_couplings/case_summaries/olympicenyl/orca_395,equal_contiguous_halves,A_then_B,olympicenyl_orca_395,0.0010937954974669108,0.0023349453253347983,-5.552240219710008,-5.553056562353259,0.9983916369077614,1.889113865338743e-15,4.345898207275267e-12,0.9999974131681635,3.219646771412954e-15,False,False,False,False,False,False,PASS
lowest,olympicenyl_508,olympicenyl,508,OK,62,62,125,62,63,-0.202756,-0.201673,7.4e-05,-0.0001484291118272,0.999999999999996,0.999999999999999,4.398548233545513e-05,0.0011969059490461,1.1969059490461518,0.029469931304405,0.0295669952078954,0.0147834976039477,-5.517403,-5.487653,/home/rb1820/BLA-ML/FODFT_4Target_Complete_Run_20260629_211000/fodft_couplings/case_summaries/olympicenyl/orca_508,equal_contiguous_halves,A_then_B,olympicenyl_orca_508,0.001196905949046412,0.029566995207890873,-5.517271652198168,-5.487801720569134,0.9998515708881728,3.120333852413282e-16,4.5276282722994665e-15,0.9999999779687988,3.9968028886505635e-15,False,False,False,False,False,False,PASS
lowest,olympicenyl_542,olympicenyl,542,OK,62,62,125,62,63,-0.202668,-0.201352,0.000125,-0.0003715957462982,1.000000000000003,1.0000000000000009,4.993395018533068e-05,0.0013587720052809,1.358772005280957,0.0358101842997197,0.0359131524944534,0.0179565762472267,-5.5152,-5.478755,/home/rb1820/BLA-ML/FODFT_4Target_Complete_Run_20260629_211000/fodft_couplings/case_summaries/olympicenyl/orca_542,equal_contiguous_halves,A_then_B,olympicenyl_orca_542,0.0013587720052811803,0.03591315249463845,-5.514876724024194,-5.479066537252078,0.9996284042537018,2.8037468180475145e-16,1.8505336152330187e-13,0.9999998619166013,3.1086244689504383e-15,False,False,False,False,False,False,PASS
lowest,olympicenyl_546,olympicenyl,546,OK,62,62,125,62,63,-0.206561,-0.19988,0.000153,-0.0005011260040269,0.9999999999999988,1.0000000000000044,5.116093574654394e-05,0.0013921599833053,1.3921599833053817,0.1817992715094456,0.1818206145052807,0.0909103072526403,-5.620898,-5.438913,/home/rb1820/BLA-ML/FODFT_4Target_Complete_Run_20260629_211000/fodft_couplings/case_summaries/olympicenyl/orca_546,equal_contiguous_halves,A_then_B,olympicenyl_orca_546,0.0013921599833068882,0.18182061450518935,-5.620810468123646,-5.439011173786819,0.9994988739959731,1.5881393422567669e-15,9.134359935103475e-14,0.9999997488727281,4.440892098500626e-15,False,False,False,False,False,False,PASS
lowest,olympicenyl_437,olympicenyl,437,OK,62,62,125,62,63,-0.203616,-0.204171,0.000165,-0.0004701212612604,1.000000000000003,0.9999999999999938,6.91453458992889e-05,0.0018815407143779,1.8815407143779928,0.0151023193665233,0.0155640895154778,0.0077820447577389,-5.557007,-5.53943,/home/rb1820/BLA-ML/FODFT_4Target_Complete_Run_20260629_211000/fodft_couplings/case_summaries/olympicenyl/orca_437,equal_contiguous_halves,A_then_B,olympicenyl_orca_437,0.00188154071437913,0.015564089517116072,-5.540672736476341,-5.555775057511777,0.9995298787387397,1.2299189444675562e-15,1.6382711159890206e-12,0.9999997789859997,6.217248937900877e-15,False,False,False,False,False,False,PASS
lowest,olympicenyl_551,olympicenyl,551,OK,62,62,125,62,63,-0.203349,-0.20338,-0.000115,0.0001478455187923,1.000000000000001,0.9999999999999982,-8.493347185005498e-05,0.0023111575077245,2.311157507724595,0.0008435529736257,0.0046986570129383,0.0023493285064691,-5.53699,-5.530656,/home/rb1820/BLA-ML/FODFT_4Target_Complete_Run_20260629_211000/fodft_couplings/case_summaries/olympicenyl/orca_551,equal_contiguous_halves,A_then_B,olympicenyl_orca_551,0.0023111575077250828,0.004698657014183047,-5.53340784003652,-5.534251393019366,0.9998521544812078,5.828670879282072e-16,1.244747360740206e-12,0.9999999781417026,1.7763568394002505e-15,False,False,False,False,False,False,PASS
lowest,olympicenyl_245,olympicenyl,245,OK,62,62,125,62,63,-0.202237,-0.202015,0.000215,-0.0006423680572338,1.000000000000004,1.0000000000000016,8.51607492040124e-05,0.002317342039588,2.317342039588097,0.0060409277466093,0.007614008115829,0.0038070040579145,-5.506713,-5.49356,/home/rb1820/BLA-ML/FODFT_4Target_Complete_Run_20260629_211000/fodft_couplings/case_summaries/olympicenyl/orca_245,equal_contiguous_halves,A_then_B,olympicenyl_orca_245,0.0023173420395872055,0.007614008117397694,-5.503147632266547,-5.497106703273584,0.9993576319427662,7.945033519973776e-16,1.5686939594528049e-12,0.9999995873632791,3.9968028886505635e-15,False,False,False,False,False,False,PASS
highest,olympicenyl_6,olympicenyl,6,OK,62,62,125,62,63,-0.258339,-0.263494,-0.081,0.1106016801878156,1.000000000000002,1.000000000000001,-0.052787937384201,1.4364329532905238,1436.4329532905238,0.1402746960980687,2.87633085576545,1.438165427882725,-9.305139,-4.89467,/home/rb1820/BLA-ML/FODFT_4Target_Complete_Run_20260629_211000/fodft_couplings/case_summaries/olympicenyl/orca_6,equal_contiguous_halves,A_then_B,olympicenyl_orca_6,1.4364329532905236,2.8763308557654517,-6.8704574513071295,-7.0115980713733626,0.8893983198121844,2.220446049250313e-16,1.7763568394002505e-15,0.9877672683396321,1.9984014443252818e-15,False,False,False,False,False,False,PASS
highest,olympicenyl_10,olympicenyl,10,OK,62,62,125,62,63,-0.25823,-0.263581,0.080886,-0.1104753831403185,0.999999999999998,1.0000000000000016,0.0527056271035711,1.4341931764522875,1434.1931764522876,0.1456081278022816,2.8721253379057763,1.436062668952888,-9.301845,-4.897376,/home/rb1820/BLA-ML/FODFT_4Target_Complete_Run_20260629_211000/fodft_couplings/case_summaries/olympicenyl/orca_10,equal_contiguous_halves,A_then_B,olympicenyl_orca_10,1.4341931764522882,2.872125337905782,-6.867904841169706,-7.014409745903939,0.8895246168596815,6.661338147750939e-16,5.773159728050814e-15,0.9877951897199998,1.9984014443252818e-15,False,False,False,False,False,False,PASS
highest,olympicenyl_0,olympicenyl,0,OK,62,62,125,62,63,-0.254498,-0.259359,0.079966,-0.1101997837474577,1.000000000000002,0.999999999999996,0.0522875140312086,1.422815740145736,1422.815740145736,0.1322745485417477,2.848741857015934,1.424370928507967,-9.168378,-4.814393,/home/rb1820/BLA-ML/FODFT_4Target_Complete_Run_20260629_211000/fodft_couplings/case_summaries/olympicenyl/orca_0,equal_contiguous_halves,A_then_B,olympicenyl_orca_0,1.4228157401457342,2.8487418570159293,-6.768044109629594,-6.901129218821971,0.8898002162525422,1.7763568394002505e-15,4.884981308350689e-15,0.9878560076620135,3.9968028886505635e-15,False,False,False,False,False,False,PASS
highest,olympicenyl_1,olympicenyl,1,OK,62,62,125,62,63,-0.254593,-0.259586,-0.077438,0.1046786674767961,0.9999999999999984,1.000000000000003,-0.0510859948111417,1.390120736566518,1390.120736566518,0.1358664515262172,2.7835960297683595,1.3917980148841798,-9.104037,-4.887482,/home/rb1820/BLA-ML/FODFT_4Target_Complete_Run_20260629_211000/fodft_couplings/case_summaries/olympicenyl/orca_1,equal_contiguous_halves,A_then_B,olympicenyl_orca_1,1.390120736566518,2.783596029768367,-6.7819371918691145,-6.918554204035446,0.8953213325232039,0.0,7.549516567451064e-15,0.9890423765752824,3.1086244689504383e-15,False,False,False,False,False,False,PASS
highest,olympicenyl_13,olympicenyl,13,OK,62,62,125,62,63,-0.257555,-0.262191,-0.077074,0.1047230900014129,1.000000000000003,1.0000000000000042,-0.050412162870563,1.3717848353665474,1371.7848353665474,0.1261519866364011,2.746500560421897,1.3732502802109487,-9.169744,-4.973259,/home/rb1820/BLA-ML/FODFT_4Target_Complete_Run_20260629_211000/fodft_couplings/case_summaries/olympicenyl/orca_13,equal_contiguous_halves,A_then_B,olympicenyl_orca_13,1.3717848353665485,2.7465005604218997,-6.86442229180687,-6.991271770447073,0.8952769099985871,1.1102230246251565e-15,2.6645352591003757e-15,0.989033074420556,4.218847493575595e-15,False,False,False,False,False,False,PASS
highest,olympicenyl_14,olympicenyl,14,OK,62,62,125,62,63,-0.257466,-0.261735,0.076489,-0.10365155336458,1.000000000000002,1.000000000000002,0.0501194706972237,1.3638202755866335,1363.8202755866334,0.1161654078841233,2.730139910695262,1.365069955347631,-9.146281,-4.981905,/home/rb1820/BLA-ML/FODFT_4Target_Complete_Run_20260629_211000/fodft_couplings/case_summaries/olympicenyl/orca_14,equal_contiguous_halves,A_then_B,olympicenyl_orca_14,1.3638202755866329,2.730139910695261,-6.864330134357549,-6.981124635796328,0.8963484466354199,6.661338147750939e-16,1.3322676295501878e-15,0.9892563554851096,1.9984014443252818e-15,False,False,False,False,False,False,PASS
highest,olympicenyl_32,olympicenyl,32,OK,62,62,125,62,63,-0.258006,-0.263053,-0.075911,0.1020880106359636,1.000000000000002,0.9999999999999988,-0.0498334236767006,1.3560365396266654,1356.0365396266654,0.1373358663835005,2.7155846824786094,1.3577923412393047,-9.156158,-5.02257,/home/rb1820/BLA-ML/FODFT_4Target_Complete_Run_20260629_211000/fodft_couplings/case_summaries/olympicenyl/orca_32,equal_contiguous_halves,A_then_B,olympicenyl_orca_32,1.356036539626665,2.7155846824786103,-6.881905198348121,-7.019962362239808,0.8979119893640364,4.440892098500626e-16,8.881784197001252e-16,0.9895780380843914,1.9984014443252818e-15,False,False,False,False,False,False,PASS
